idTransaction,dateTransaction,montantTransaction,etat,idBeneficiaire,idFournisseur
"2551","2026-01-13 11:33:23","8","1","615","84"
"2552","2026-01-13 11:33:23","7","1","766","2595"
"2553","2026-01-13 11:33:23","10","1","2706","16"
"2554","2026-01-13 11:33:23","4","1","2855","1701"
"2555","2026-01-13 11:33:23","3","1","3167","2041"
"2556","2026-01-13 11:33:23","10","1","1522","2098"
"2557","2026-01-13 11:33:23","8","1","2196","1000"
"2558","2026-01-13 11:33:23","4","1","17","2936"
"2559","2026-01-13 11:33:23","5","1","1136","2665"
"2560","2026-01-13 11:33:23","4","1","1540","2924"
"2561","2026-01-13 11:33:23","2","1","2784","249"
"2562","2026-01-13 11:33:23","9","1","3287","1916"
"2563","2026-01-13 11:33:23","9","1","1767","278"
"2564","2026-01-13 11:33:23","2","1","3100","15"
"2565","2026-01-13 11:33:23","10","1","88","2329"
"2566","2026-01-13 11:33:23","10","1","2116","823"
"2567","2026-01-13 11:33:23","6","1","1844","136"
"2568","2026-01-13 11:33:23","8","1","1161","3177"
"2569","2026-01-13 11:33:23","9","1","1898","2024"
"2570","2026-01-13 11:33:23","4","1","324","127"
"2571","2026-01-13 11:33:23","5","1","646","2782"
"2572","2026-01-13 11:33:23","9","1","1725","702"
"2573","2026-01-13 11:33:23","6","1","2759","1810"
"2574","2026-01-13 11:33:23","5","1","3170","559"
"2575","2026-01-13 11:33:23","6","1","502","1633"
"2576","2026-01-13 11:33:23","1","1","2010","1524"
"2577","2026-01-13 11:33:23","6","1","2122","472"
"2578","2026-01-13 11:33:23","8","1","1482","1728"
"2579","2026-01-13 11:33:23","10","1","3038","1148"
"2580","2026-01-13 11:33:23","7","1","1874","318"
"2581","2026-01-13 11:33:23","5","1","3167","2530"
"2582","2026-01-13 11:33:23","9","1","1304","2071"
"2583","2026-01-13 11:33:23","2","1","704","2163"
"2584","2026-01-13 11:33:23","2","1","2319","542"
"2585","2026-01-13 11:33:23","8","1","1716","532"
"2586","2026-01-13 11:33:23","4","1","567","1645"
"2587","2026-01-13 11:33:23","10","1","2177","1168"
"2588","2026-01-13 11:33:23","5","1","621","641"
"2589","2026-01-13 11:33:23","5","1","3233","1811"
"2590","2026-01-13 11:33:23","4","1","1961","2458"
"2591","2026-01-13 11:33:23","6","0","768","3175"
"2592","2026-01-13 11:33:23","3","0","998","3290"
"2593","2026-01-13 11:33:23","5","1","45","1306"
"2594","2026-01-13 11:33:23","10","1","1066","1181"
"2595","2026-01-13 11:33:23","4","0","1829","2508"
"2596","2026-01-13 11:33:23","8","1","876","1160"
"2597","2026-01-13 11:33:23","4","1","2363","1356"
"2598","2026-01-13 11:33:23","1","1","2876","1209"
"2599","2026-01-13 11:33:23","10","1","1655","1270"
"2600","2026-01-13 11:33:23","3","1","1398","992"
"2601","2026-01-13 11:33:23","9","1","1997","739"
"2602","2026-01-13 11:33:23","8","0","1738","3113"
"2603","2026-01-13 11:33:23","10","0","1050","1317"
"2604","2026-01-13 11:33:23","6","1","2466","2668"
"2605","2026-01-13 11:33:23","3","0","745","1910"
"2606","2026-01-13 11:33:23","5","1","2287","2226"
"2607","2026-01-13 11:33:23","4","1","560","2108"
"2608","2026-01-13 11:33:23","9","1","3289","2527"
"2609","2026-01-13 11:33:23","5","0","2914","2511"
"2610","2026-01-13 11:33:23","10","1","2931","28"
"2611","2026-01-13 11:33:23","2","1","2558","2829"
"2612","2026-01-13 11:33:23","3","0","3259","1357"
"2613","2026-01-13 11:33:23","1","1","502","2924"
"2614","2026-01-13 11:33:23","5","1","1380","3129"
"2615","2026-01-13 11:33:23","2","1","2769","2812"
"2616","2026-01-13 11:33:23","5","1","1093","1115"
"2617","2026-01-13 11:33:23","9","1","496","1378"
"2618","2026-01-13 11:33:23","8","1","1498","2202"
"2619","2026-01-13 11:33:23","6","0","309","296"
"2620","2026-01-13 11:33:23","8","1","1046","2941"
"2621","2026-01-13 11:33:23","2","1","375","1495"
"2622","2026-01-13 11:33:24","10","1","546","975"
"2623","2026-01-13 11:33:24","1","0","3290","3314"
"2624","2026-01-13 11:33:24","5","1","970","880"
"2625","2026-01-13 11:33:24","8","1","2869","3280"
"2626","2026-01-13 11:33:24","5","1","2209","361"
"2627","2026-01-13 11:33:24","10","1","1788","1217"
"2628","2026-01-13 11:33:24","7","0","896","1314"
"2629","2026-01-13 11:33:24","4","0","2373","2119"
"2630","2026-01-13 11:33:24","2","0","1307","163"
"2631","2026-01-13 11:33:24","5","0","2576","923"
"2632","2026-01-13 11:33:24","2","0","983","3262"
"2633","2026-01-13 11:33:24","6","1","1708","795"
"2634","2026-01-13 11:33:24","6","1","2748","1495"
"2635","2026-01-13 11:33:24","6","0","693","1764"
"2636","2026-01-13 11:33:24","9","0","1799","452"
"2637","2026-01-13 11:33:24","6","1","884","2199"
"2638","2026-01-13 11:33:24","10","1","572","831"
"2639","2026-01-13 11:33:24","10","1","1195","202"
"2640","2026-01-13 11:33:24","4","1","251","1745"
"2641","2026-01-13 11:33:24","7","1","2493","1956"
"2642","2026-01-13 11:33:24","10","0","1282","2831"
"2643","2026-01-13 11:33:24","2","0","1047","2713"
"2644","2026-01-13 11:33:24","2","1","1923","1033"
"2645","2026-01-13 11:33:24","9","1","1260","1293"
"2646","2026-01-13 11:33:24","10","1","3018","3111"
"2647","2026-01-13 11:33:24","2","1","3013","2225"
"2648","2026-01-13 11:33:24","7","1","2445","1008"
"2649","2026-01-13 11:33:24","1","0","1050","2085"
"2650","2026-01-13 11:33:24","8","1","2111","191"
"2651","2026-01-13 11:33:24","4","1","2162","3192"
"2652","2026-01-13 11:33:24","3","1","546","2680"
"2653","2026-01-13 11:33:24","10","0","1904","537"
"2654","2026-01-13 11:33:24","7","1","2044","438"
"2655","2026-01-13 11:33:24","2","0","71","69"
"2656","2026-01-13 11:33:24","6","1","1880","1367"
"2657","2026-01-13 11:33:24","7","1","2406","3106"
"2658","2026-01-13 11:33:24","4","1","2937","1293"
"2659","2026-01-13 11:33:24","3","1","2362","1946"
"2660","2026-01-13 11:33:24","1","0","2325","2803"
"2661","2026-01-13 11:33:24","2","1","2785","255"
"2662","2026-01-13 11:33:24","7","1","365","355"
"2663","2026-01-13 11:33:24","5","1","2890","833"
"2664","2026-01-13 11:33:24","3","1","1710","300"
"2665","2026-01-13 11:33:24","8","1","2300","1989"
"2666","2026-01-13 11:33:24","7","1","492","1347"
"2667","2026-01-13 11:33:24","9","0","2156","686"
"2668","2026-01-13 11:33:24","5","1","2834","2608"
"2669","2026-01-13 11:33:24","8","1","745","2437"
"2670","2026-01-13 11:33:24","9","1","2358","1130"
"2671","2026-01-13 11:33:24","9","1","1751","264"
"2672","2026-01-13 11:33:24","1","1","2801","2076"
"2673","2026-01-13 11:33:24","7","0","2354","797"
"2674","2026-01-13 11:33:24","5","0","332","1665"
"2675","2026-01-13 11:33:24","9","0","2973","3216"
"2676","2026-01-13 11:33:24","7","0","2694","1625"
"2677","2026-01-13 11:33:24","9","0","3209","46"
"2678","2026-01-13 11:33:24","6","1","2540","760"
"2679","2026-01-13 11:33:24","5","1","1235","307"
"2680","2026-01-13 11:33:24","6","1","1004","321"
"2681","2026-01-13 11:33:24","3","1","871","1699"
"2682","2026-01-13 11:33:24","1","1","617","125"
"2683","2026-01-13 11:33:24","9","1","1120","1805"
"2684","2026-01-13 11:33:24","7","1","843","2182"
"2685","2026-01-13 11:33:24","1","1","1614","2018"
"2686","2026-01-13 11:33:24","7","1","1876","2138"
"2687","2026-01-13 11:33:24","3","1","2651","3215"
"2688","2026-01-13 11:33:24","8","1","451","2699"
"2689","2026-01-13 11:33:24","1","0","3331","2131"
"2690","2026-01-13 11:33:24","8","1","2585","2181"
"2691","2026-01-13 11:33:24","5","1","3298","2170"
"2692","2026-01-13 11:33:24","10","1","1771","741"
"2693","2026-01-13 11:33:24","6","1","191","1733"
"2694","2026-01-13 11:33:24","5","1","2021","994"
"2695","2026-01-13 11:33:24","3","1","1013","427"
"2696","2026-01-13 11:33:24","5","1","371","2592"
"2697","2026-01-13 11:33:24","5","1","1727","943"
"2698","2026-01-13 11:33:24","3","0","2246","58"
"2699","2026-01-13 11:33:24","4","1","535","3301"
"2700","2026-01-13 11:33:24","1","1","1576","784"
"2701","2026-01-13 11:33:24","7","1","418","1295"
"2702","2026-01-13 11:33:24","7","0","2131","641"
"2703","2026-01-13 11:33:24","3","1","226","1401"
"2704","2026-01-13 11:33:24","5","1","1534","2026"
"2705","2026-01-13 11:33:24","9","0","1219","1410"
"2706","2026-01-13 11:33:24","2","0","233","2909"
"2707","2026-01-13 11:33:24","1","1","1025","250"
"2708","2026-01-13 11:33:24","8","1","2698","3162"
"2709","2026-01-13 11:33:24","7","1","2302","907"
"2710","2026-01-13 11:33:24","7","1","875","1454"
"2711","2026-01-13 11:33:24","1","1","327","1746"
"2712","2026-01-13 11:33:24","4","1","980","1026"
"2713","2026-01-13 11:33:24","4","0","2819","461"
"2714","2026-01-13 11:33:24","8","1","980","1391"
"2715","2026-01-13 11:33:24","6","1","825","3065"
"2716","2026-01-13 11:33:24","1","1","77","1872"
"2717","2026-01-13 11:33:24","4","1","2730","248"
"2718","2026-01-13 11:33:24","2","0","47","51"
"2719","2026-01-13 11:33:24","3","1","1694","586"
"2720","2026-01-13 11:33:24","7","1","474","3296"
"2721","2026-01-13 11:33:24","5","1","1839","2988"
"2722","2026-01-13 11:33:24","9","1","2459","1194"
"2723","2026-01-13 11:33:24","1","1","1073","592"
"2724","2026-01-13 11:33:24","1","1","2036","2763"
"2725","2026-01-13 11:33:24","3","0","1401","2962"
"2726","2026-01-13 11:33:24","3","1","2259","2178"
"2727","2026-01-13 11:33:24","10","1","1193","507"
"2728","2026-01-13 11:33:24","5","1","2773","745"
"2729","2026-01-13 11:33:24","10","1","1042","857"
"2730","2026-01-13 11:33:24","3","1","2634","169"
"2731","2026-01-13 11:33:24","5","1","2202","1726"
"2732","2026-01-13 11:33:24","10","1","1958","1638"
"2733","2026-01-13 11:33:24","8","0","3042","1882"
"2734","2026-01-13 11:33:24","5","1","1362","2812"
"2735","2026-01-13 11:33:24","6","1","639","2186"
"2736","2026-01-13 11:33:24","8","1","2145","1883"
"2737","2026-01-13 11:33:24","4","1","609","1984"
"2738","2026-01-13 11:33:24","4","1","1599","1137"
"2739","2026-01-13 11:33:24","2","1","2430","2431"
"2740","2026-01-13 11:33:24","5","1","588","1828"
"2741","2026-01-13 11:33:24","10","1","1530","121"
"2742","2026-01-13 11:33:24","9","1","453","3172"
"2743","2026-01-13 11:33:24","4","0","1459","1648"
"2744","2026-01-13 11:33:24","5","0","282","1618"
"2745","2026-01-13 11:33:24","5","1","1772","1424"
"2746","2026-01-13 11:33:24","2","1","1614","523"
"2747","2026-01-13 11:33:24","4","0","3191","711"
"2748","2026-01-13 11:33:24","7","1","308","1515"
"2749","2026-01-13 11:33:24","1","1","304","2029"
"2750","2026-01-13 11:33:24","10","1","2681","3177"
"2751","2026-01-13 11:33:24","1","1","1534","1965"
"2752","2026-01-13 11:33:24","9","1","2114","3229"
"2753","2026-01-13 11:33:24","3","0","643","1841"
"2754","2026-01-13 11:33:24","3","1","2467","3090"
"2755","2026-01-13 11:33:24","2","1","760","851"
"2756","2026-01-13 11:33:24","9","1","699","1520"
"2757","2026-01-13 11:33:24","10","1","1594","2440"
"2758","2026-01-13 11:33:24","1","1","3285","435"
"2759","2026-01-13 11:33:24","4","0","1121","1426"
"2760","2026-01-13 11:33:24","6","1","1506","510"
"2761","2026-01-13 11:33:24","9","1","2373","2649"
"2762","2026-01-13 11:33:24","5","1","1746","652"
"2763","2026-01-13 11:33:24","10","0","3301","2090"
"2764","2026-01-13 11:33:24","3","1","716","829"
"2765","2026-01-13 11:33:24","6","1","1468","1534"
"2766","2026-01-13 11:33:24","4","1","2157","2278"
"2767","2026-01-13 11:33:24","10","0","769","524"
"2768","2026-01-13 11:33:24","8","1","2335","1713"
"2769","2026-01-13 11:33:24","8","1","1941","1734"
"2770","2026-01-13 11:33:24","4","1","3267","2587"
"2771","2026-01-13 11:33:24","5","1","143","319"
"2772","2026-01-13 11:33:24","8","1","846","2957"
"2773","2026-01-13 11:33:24","10","0","1789","1822"
"2774","2026-01-13 11:33:24","9","1","1649","1852"
"2775","2026-01-13 11:33:24","9","1","454","900"
"2776","2026-01-13 11:33:24","2","1","2184","1962"
"2777","2026-01-13 11:33:24","9","1","2199","3150"
"2778","2026-01-13 11:33:24","1","1","773","1591"
"2779","2026-01-13 11:33:24","3","1","131","430"
"2780","2026-01-13 11:33:24","7","1","2170","1723"
"2781","2026-01-13 11:33:24","5","1","393","2614"
"2782","2026-01-13 11:33:24","2","1","2346","257"
"2783","2026-01-13 11:33:24","8","1","2827","2800"
"2784","2026-01-13 11:33:24","6","1","2758","2867"
"2785","2026-01-13 11:33:24","7","1","330","3207"
"2786","2026-01-13 11:33:24","4","1","2889","965"
"2787","2026-01-13 11:33:24","6","1","974","1203"
"2788","2026-01-13 11:33:24","6","1","3303","970"
"2789","2026-01-13 11:33:24","9","1","739","1698"
"2790","2026-01-13 11:33:24","1","1","2490","337"
"2791","2026-01-13 11:33:24","8","1","979","1388"
"2792","2026-01-13 11:33:24","10","1","552","1891"
"2793","2026-01-13 11:33:24","2","1","3229","2834"
"2794","2026-01-13 11:33:24","2","1","2753","2045"
"2795","2026-01-13 11:33:24","8","1","2595","1877"
"2796","2026-01-13 11:33:24","7","1","368","1405"
"2797","2026-01-13 11:33:24","7","1","2502","3019"
"2798","2026-01-13 11:33:24","5","1","1703","1829"
"2799","2026-01-13 11:33:24","8","1","1357","2705"
"2800","2026-01-13 11:33:24","8","1","780","3076"
"2801","2026-01-13 11:33:24","10","0","746","2476"
"2802","2026-01-13 11:33:24","6","1","2608","3225"
"2803","2026-01-13 11:33:24","2","1","846","2117"
"2804","2026-01-13 11:33:24","7","1","1993","1613"
"2805","2026-01-13 11:33:24","8","1","1658","1543"
"2806","2026-01-13 11:33:24","6","1","459","1753"
"2807","2026-01-13 11:33:24","10","1","2965","3076"
"2808","2026-01-13 11:33:24","8","1","3151","2862"
"2809","2026-01-13 11:33:24","3","0","562","2397"
"2810","2026-01-13 11:33:24","5","1","661","368"
"2811","2026-01-13 11:33:24","6","1","1273","1863"
"2812","2026-01-13 11:33:24","1","1","2923","2308"
"2813","2026-01-13 11:33:24","10","1","2943","635"
"2814","2026-01-13 11:33:24","1","1","2718","806"
"2815","2026-01-13 11:33:24","2","1","488","1572"
"2816","2026-01-13 11:33:24","1","1","448","459"
"2817","2026-01-13 11:33:25","1","1","699","31"
"2818","2026-01-13 11:33:25","8","1","127","57"
"2819","2026-01-13 11:33:25","3","1","281","82"
"2820","2026-01-13 11:33:25","1","1","2531","3252"
"2821","2026-01-13 11:33:25","7","1","1918","2171"
"2822","2026-01-13 11:33:25","3","0","2950","1135"
"2823","2026-01-13 11:33:25","2","1","3137","185"
"2824","2026-01-13 11:33:25","9","1","471","1352"
"2825","2026-01-13 11:33:25","8","1","697","2107"
"2826","2026-01-13 11:33:25","1","1","837","3149"
"2827","2026-01-13 11:33:25","9","1","557","2632"
"2828","2026-01-13 11:33:25","6","1","3287","1115"
"2829","2026-01-13 11:33:25","2","1","2301","2508"
"2830","2026-01-13 11:33:25","2","1","3062","3326"
"2831","2026-01-13 11:33:25","9","1","533","945"
"2832","2026-01-13 11:33:25","10","1","1277","1322"
"2833","2026-01-13 11:33:25","8","0","1351","271"
"2834","2026-01-13 11:33:25","9","1","3211","2322"
"2835","2026-01-13 11:33:25","5","0","2011","1286"
"2836","2026-01-13 11:33:25","9","1","2762","2773"
"2837","2026-01-13 11:33:25","7","1","1173","450"
"2838","2026-01-13 11:33:25","8","1","1975","2974"
"2839","2026-01-13 11:33:25","5","1","2189","195"
"2840","2026-01-13 11:33:25","3","0","703","2491"
"2841","2026-01-13 11:33:25","4","1","270","1897"
"2842","2026-01-13 11:33:25","7","0","2375","2168"
"2843","2026-01-13 11:33:25","1","1","2569","3279"
"2844","2026-01-13 11:33:25","2","1","1946","2259"
"2845","2026-01-13 11:33:25","2","0","2768","2361"
"2846","2026-01-13 11:33:25","3","1","1642","253"
"2847","2026-01-13 11:33:25","4","0","2310","2089"
"2848","2026-01-13 11:33:25","4","1","2680","2796"
"2849","2026-01-13 11:33:25","5","1","2087","3155"
"2850","2026-01-13 11:33:25","8","1","2014","2400"
"2851","2026-01-13 11:33:25","2","1","1732","896"
"2852","2026-01-13 11:33:25","6","1","785","2743"
"2853","2026-01-13 11:33:25","10","1","2131","1593"
"2854","2026-01-13 11:33:25","3","1","631","618"
"2855","2026-01-13 11:33:25","3","1","344","2697"
"2856","2026-01-13 11:33:25","10","1","201","1800"
"2857","2026-01-13 11:33:25","8","0","1016","2025"
"2858","2026-01-13 11:33:25","1","1","2020","2144"
"2859","2026-01-13 11:33:25","7","1","378","1272"
"2860","2026-01-13 11:33:25","7","1","2580","2610"
"2861","2026-01-13 11:33:25","1","1","1010","2218"
"2862","2026-01-13 11:33:25","2","1","711","2621"
"2863","2026-01-13 11:33:25","9","1","2087","2764"
"2864","2026-01-13 11:33:25","8","0","1508","2360"
"2865","2026-01-13 11:33:25","7","1","1324","2064"
"2866","2026-01-13 11:33:25","1","1","1990","1"
"2867","2026-01-13 11:33:25","4","1","2014","2937"
"2868","2026-01-13 11:33:25","10","1","2738","493"
"2869","2026-01-13 11:33:25","4","1","2766","1188"
"2870","2026-01-13 11:33:25","7","1","260","724"
"2871","2026-01-13 11:33:25","8","1","1651","2149"
"2872","2026-01-13 11:33:25","6","1","1831","1632"
"2873","2026-01-13 11:33:25","8","1","874","2374"
"2874","2026-01-13 11:33:25","5","0","1235","2116"
"2875","2026-01-13 11:33:25","9","1","2833","92"
"2876","2026-01-13 11:33:25","9","1","1733","99"
"2877","2026-01-13 11:33:25","6","0","1638","3011"
"2878","2026-01-13 11:33:25","5","1","1285","1400"
"2879","2026-01-13 11:33:25","8","1","1463","2779"
"2880","2026-01-13 11:33:25","10","1","771","2947"
"2881","2026-01-13 11:33:25","10","0","2407","2233"
"2882","2026-01-13 11:33:25","9","1","3247","524"
"2883","2026-01-13 11:33:25","7","1","2121","2153"
"2884","2026-01-13 11:33:25","8","0","1218","2767"
"2885","2026-01-13 11:33:25","10","1","2514","1400"
"2886","2026-01-13 11:33:25","4","1","364","2581"
"2887","2026-01-13 11:33:25","2","1","1127","1699"
"2888","2026-01-13 11:33:25","4","1","379","460"
"2889","2026-01-13 11:33:25","2","1","1995","21"
"2890","2026-01-13 11:33:25","3","1","308","3271"
"2891","2026-01-13 11:33:25","9","0","474","304"
"2892","2026-01-13 11:33:25","8","1","885","2387"
"2893","2026-01-13 11:33:25","10","1","1680","686"
"2894","2026-01-13 11:33:25","2","1","990","1917"
"2895","2026-01-13 11:33:25","7","1","89","1819"
"2896","2026-01-13 11:33:25","3","1","292","2058"
"2897","2026-01-13 11:33:25","6","1","2926","1927"
"2898","2026-01-13 11:33:25","9","1","3270","845"
"2899","2026-01-13 11:33:25","10","1","1075","119"
"2900","2026-01-13 11:33:25","1","1","376","2384"
"2901","2026-01-13 11:33:25","1","1","1724","1487"
"2902","2026-01-13 11:33:25","5","1","769","3314"
"2903","2026-01-13 11:33:25","3","1","712","2794"
"2904","2026-01-13 11:33:25","6","0","1759","3107"
"2905","2026-01-13 11:33:25","6","0","2404","2779"
"2906","2026-01-13 11:33:25","3","1","2031","1573"
"2907","2026-01-13 11:33:25","7","1","1976","844"
"2908","2026-01-13 11:33:25","8","0","3067","1905"
"2909","2026-01-13 11:33:25","4","1","1907","1804"
"2910","2026-01-13 11:33:25","8","1","2224","1175"
"2911","2026-01-13 11:33:25","4","1","1494","9"
"2912","2026-01-13 11:33:25","6","1","2192","968"
"2913","2026-01-13 11:33:25","2","1","668","1391"
"2914","2026-01-13 11:33:25","2","1","1393","1884"
"2915","2026-01-13 11:33:25","5","1","321","3317"
"2916","2026-01-13 11:33:25","7","0","565","1699"
"2917","2026-01-13 11:33:25","4","1","839","778"
"2918","2026-01-13 11:33:25","2","0","1894","2524"
"2919","2026-01-13 11:33:25","7","1","1462","2609"
"2920","2026-01-13 11:33:25","1","1","1341","317"
"2921","2026-01-13 11:33:25","1","1","1566","616"
"2922","2026-01-13 11:33:25","7","1","1776","2064"
"2923","2026-01-13 11:33:25","10","1","2235","1511"
"2924","2026-01-13 11:33:25","6","1","2660","843"
"2925","2026-01-13 11:33:25","1","1","1161","3222"
"2926","2026-01-13 11:33:25","4","1","2769","122"
"2927","2026-01-13 11:33:25","2","0","2173","749"
"2928","2026-01-13 11:33:25","6","1","1024","169"
"2929","2026-01-13 11:33:25","7","1","1751","384"
"2930","2026-01-13 11:33:25","1","0","883","1222"
"2931","2026-01-13 11:33:25","4","1","1095","1257"
"2932","2026-01-13 11:33:25","4","1","483","2055"
"2933","2026-01-13 11:33:25","5","1","46","2977"
"2934","2026-01-13 11:33:25","8","1","3118","1176"
"2935","2026-01-13 11:33:25","8","1","2553","2157"
"2936","2026-01-13 11:33:25","8","1","3051","1134"
"2937","2026-01-13 11:33:25","1","1","3010","849"
"2938","2026-01-13 11:33:25","4","1","1926","2428"
"2939","2026-01-13 11:33:25","2","1","200","762"
"2940","2026-01-13 11:33:25","8","1","2495","1202"
"2941","2026-01-13 11:33:25","1","1","2865","591"
"2942","2026-01-13 11:33:25","8","1","396","1893"
"2943","2026-01-13 11:33:25","5","1","326","1203"
"2944","2026-01-13 11:33:25","10","1","2821","2674"
"2945","2026-01-13 11:33:25","8","1","1142","2862"
"2946","2026-01-13 11:33:25","6","1","3157","1636"
"2947","2026-01-13 11:33:25","5","1","364","2592"
"2948","2026-01-13 11:33:25","7","1","2234","3133"
"2949","2026-01-13 11:33:25","7","0","212","1460"
"2950","2026-01-13 11:33:25","8","1","1442","345"
"2951","2026-01-13 11:33:25","5","0","887","3256"
"2952","2026-01-13 11:33:25","6","1","791","2295"
"2953","2026-01-13 11:33:25","6","1","2549","157"
"2954","2026-01-13 11:33:25","2","1","59","1272"
"2955","2026-01-13 11:33:25","4","1","279","95"
"2956","2026-01-13 11:33:25","2","1","664","2903"
"2957","2026-01-13 11:33:25","2","0","1901","1162"
"2958","2026-01-13 11:33:25","2","1","1523","3181"
"2959","2026-01-13 11:33:25","10","0","1695","386"
"2960","2026-01-13 11:33:25","8","1","1412","1229"
"2961","2026-01-13 11:33:25","1","1","249","323"
"2962","2026-01-13 11:33:25","5","1","921","1154"
"2963","2026-01-13 11:33:25","8","1","2212","2984"
"2964","2026-01-13 11:33:25","8","0","787","3219"
"2965","2026-01-13 11:33:25","10","0","543","2331"
"2966","2026-01-13 11:33:25","10","0","2325","2178"
"2967","2026-01-13 11:33:25","7","1","138","1559"
"2968","2026-01-13 11:33:25","6","1","2342","1683"
"2969","2026-01-13 11:33:25","3","1","1954","767"
"2970","2026-01-13 11:33:25","10","1","551","72"
"2971","2026-01-13 11:33:25","1","1","487","2466"
"2972","2026-01-13 11:33:25","6","0","2189","60"
"2973","2026-01-13 11:33:25","10","1","1187","505"
"2974","2026-01-13 11:33:25","1","1","3008","1763"
"2975","2026-01-13 11:33:25","8","1","2253","292"
"2976","2026-01-13 11:33:25","7","1","2333","475"
"2977","2026-01-13 11:33:25","4","1","1134","2644"
"2978","2026-01-13 11:33:25","2","1","3068","1819"
"2979","2026-01-13 11:33:25","9","0","316","2917"
"2980","2026-01-13 11:33:25","1","0","2987","3258"
"2981","2026-01-13 11:33:25","1","1","2352","1158"
"2982","2026-01-13 11:33:25","3","1","1403","3121"
"2983","2026-01-13 11:33:25","1","1","555","3263"
"2984","2026-01-13 11:33:25","4","1","33","3105"
"2985","2026-01-13 11:33:25","8","1","2829","677"
"2986","2026-01-13 11:33:25","8","0","928","600"
"2987","2026-01-13 11:33:25","10","1","2368","701"
"2988","2026-01-13 11:33:25","3","1","288","1744"
"2989","2026-01-13 11:33:25","5","1","24","1294"
"2990","2026-01-13 11:33:25","4","1","1369","2504"
"2991","2026-01-13 11:33:25","10","0","842","562"
"2992","2026-01-13 11:33:25","4","1","1164","3275"
"2993","2026-01-13 11:33:25","7","1","968","1069"
"2994","2026-01-13 11:33:25","6","1","968","1199"
"2995","2026-01-13 11:33:25","7","1","56","1346"
"2996","2026-01-13 11:33:25","5","1","807","1073"
"2997","2026-01-13 11:33:25","3","1","2041","2345"
"2998","2026-01-13 11:33:26","6","1","1358","560"
"2999","2026-01-13 11:33:26","5","1","206","1870"
"3000","2026-01-13 11:33:26","9","1","707","2728"
"3001","2026-01-13 11:33:26","1","0","2508","965"
"3002","2026-01-13 11:33:26","10","0","2781","3098"
"3003","2026-01-13 11:33:26","1","1","715","953"
"3004","2026-01-13 11:33:26","3","1","3332","2611"
"3005","2026-01-13 11:33:26","9","0","1456","1569"
"3006","2026-01-13 11:33:26","4","1","2918","3250"
"3007","2026-01-13 11:33:26","9","1","2842","1010"
"3008","2026-01-13 11:33:26","8","0","1706","3094"
"3009","2026-01-13 11:33:26","5","1","1396","2837"
"3010","2026-01-13 11:33:26","6","1","687","2364"
"3011","2026-01-13 11:33:26","4","0","2523","871"
"3012","2026-01-13 11:33:26","7","1","2904","563"
"3013","2026-01-13 11:33:26","8","1","1807","2563"
"3014","2026-01-13 11:33:26","2","1","955","218"
"3015","2026-01-13 11:33:26","8","1","982","184"
"3016","2026-01-13 11:33:26","2","1","2652","1984"
"3017","2026-01-13 11:33:26","5","1","106","2262"
"3018","2026-01-13 11:33:26","5","1","1243","1681"
"3019","2026-01-13 11:33:26","8","1","975","3209"
"3020","2026-01-13 11:33:26","10","0","457","1064"
"3021","2026-01-13 11:33:26","9","1","935","1669"
"3022","2026-01-13 11:33:26","1","1","149","2683"
"3023","2026-01-13 11:33:26","2","0","1787","1849"
"3024","2026-01-13 11:33:26","7","0","983","5"
"3025","2026-01-13 11:33:26","1","1","2211","1665"
"3026","2026-01-13 11:33:26","2","1","2194","614"
"3027","2026-01-13 11:33:26","2","1","132","2240"
"3028","2026-01-13 11:33:26","1","0","757","1880"
"3029","2026-01-13 11:33:26","10","0","2007","3330"
"3030","2026-01-13 11:33:26","7","1","528","3193"
"3031","2026-01-13 11:33:26","7","1","1773","1921"
"3032","2026-01-13 11:33:26","8","1","2095","175"
"3033","2026-01-13 11:33:26","10","1","1642","965"
"3034","2026-01-13 11:33:26","6","1","3266","3221"
"3035","2026-01-13 11:33:26","5","1","483","100"
"3036","2026-01-13 11:33:26","5","0","968","3299"
"3037","2026-01-13 11:33:26","3","1","2830","3324"
"3038","2026-01-13 11:33:26","2","1","2338","2986"
"3039","2026-01-13 11:33:26","1","1","2679","1539"
"3040","2026-01-13 11:33:26","1","1","2686","2439"
"3041","2026-01-13 11:33:26","4","1","1045","1823"
"3042","2026-01-13 11:33:26","1","1","869","1058"
"3043","2026-01-13 11:33:26","2","1","3197","1900"
"3044","2026-01-13 11:33:26","10","1","2806","2514"
"3045","2026-01-13 11:33:26","5","0","244","1601"
"3046","2026-01-13 11:33:26","6","1","2729","2242"
"3047","2026-01-13 11:33:26","10","1","2881","2568"
"3048","2026-01-13 11:33:26","4","1","465","2492"
"3049","2026-01-13 11:33:26","8","1","2747","167"
"3050","2026-01-13 11:33:26","2","1","1228","2068"
"3051","2026-01-13 11:33:26","6","1","2011","2205"
"3052","2026-01-13 11:33:26","10","1","76","2017"
"3053","2026-01-13 11:33:26","7","1","3207","3038"
"3054","2026-01-13 11:33:26","3","1","286","1901"
"3055","2026-01-13 11:33:26","2","1","1688","2532"
"3056","2026-01-13 11:33:26","9","1","2432","1031"
"3057","2026-01-13 11:33:26","9","1","715","1672"
"3058","2026-01-13 11:33:26","2","1","1613","3247"
"3059","2026-01-13 11:33:26","1","1","2015","1687"
"3060","2026-01-13 11:33:26","1","1","530","2034"
